ID,time,latitude,longitude,ve,vn,gap,drogue_lost_date,typebuoy
,UTC,degrees_north,degrees_east,m/s,m/s,seconds,UTC,
116453,2015-01-01T00:00:00Z,40.02123,152.97066,-0.303,0.1272,253.20834,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T01:00:00Z,40.02595,152.96536,-0.0346,0.1563,457.04166,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T02:00:00Z,40.03106,152.96384,-0.0343,0.1565,457.04166,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T03:00:00Z,40.03611,152.9614,-0.0369,0.1565,457.04166,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T04:00:00Z,40.03975,152.96292,0.0027,0.1339,270.74997,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T05:00:00Z,40.04511,152.96332,0.0093,0.1374,270.74997,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T06:00:00Z,40.04481,152.97095,0.1578,-0.0577,154.66667,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T07:00:00Z,40.03687,152.97116,-0.0251,-0.2495,699.5834,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T08:00:00Z,40.02835,152.96976,-0.0264,-0.2534,699.5834,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T09:00:00Z,40.02011,152.96861,-0.0266,-0.254,699.5834,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T10:00:00Z,40.0122,152.96777,-0.0263,-0.2526,699.5834,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T11:00:00Z,40.00368,152.9667,-0.0425,-0.2881,745.3333,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T12:00:00Z,39.99271,152.96323,-0.0488,-0.2886,745.3333,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T13:00:00Z,39.98221,152.9601,-0.0526,-0.2899,745.3333,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T14:00:00Z,39.97118,152.95773,-0.0532,-0.2936,745.3333,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T15:00:00Z,39.95684,152.95647,-0.0508,-0.309,745.3333,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T16:00:00Z,39.9454,152.95525,-0.1777,-0.1596,393.75,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T17:00:00Z,39.9406,152.94728,-0.1767,-0.1634,393.75,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T18:00:00Z,39.93538,152.94012,-0.1828,-0.1637,393.75,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T19:00:00Z,39.93165,152.9209,-0.3158,-0.0495,94.958336,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T20:00:00Z,39.93329,152.90826,-0.3176,0.0623,168.75,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T21:00:00Z,39.93487,152.90338,-0.1149,0.0615,562.5,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T22:00:00Z,39.93706,152.89905,-0.1146,0.0625,562.5,2015-01-08T00:00:00Z,SVPB
116453,2015-01-01T23:00:00Z,39.93948,152.89424,-0.114,0.0643,562.5,2015-01-08T00:00:00Z,SVPB
116453,2015-01-02T00:00:00Z,39.94205,152.88943,0.0292,-0.0442,481.66666,2015-01-08T00:00:00Z,SVPB
116453,2015-01-02T01:00:00Z,39.93958,152.89162,0.0385,-0.0552,481.66666,2015-01-08T00:00:00Z,SVPB
