depth,windowId,role,returnedLevelMeters,depthIdentity,G6_spatial,G7_temporal,missingFractionBox,G10_releaseStencil,status
D20,KE-1,CALIBRATION,18.495559692382812,PASS,PASS,PASS,0.002656434474616293,PASS,WINDOW_PASS
D20,KE-2,CALIBRATION,18.495559692382812,PASS,PASS,PASS,0.09348513598987983,PASS,WINDOW_PASS
D20,AG-1,CALIBRATION,18.495559692382812,PASS,PASS,PASS,0.1770547581073897,PASS,WINDOW_PASS
D20,AG-2,CALIBRATION,18.495559692382812,PASS,PASS,PASS,0.0008680555555555555,PASS,WINDOW_PASS
D20,KE-H1,HOLDOUT,18.495559692382812,PASS,PASS,PASS,0.06819298198608544,PASS,WINDOW_PASS
D20,KE-H2,HOLDOUT,18.495559692382812,PASS,PASS,PASS,0.0,PASS,WINDOW_PASS
D20,KE-H3,HOLDOUT,18.495559692382812,PASS,PASS,PASS,0.007786195286195286,PASS,WINDOW_PASS
